title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,language,course_id
Achieving Personal and Professional Success,University of Pennsylvania,4.718619582664528,3115,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Influencing, Active Listening, Negotiation, Communication, Communication Strategies, Persuasive Communication, Verbal Communication Skills, Contract Negotiation, Trustworthiness, Interpersonal Communications, Business Communication, Relationship Building, Rapport Building, Professional Networking, Conflict Management, Leadership, Growth Mindedness, Personal Development, Optimism, Self-Awareness",/specializations/wharton-success,False,,s12n~WdOb7OMUEeakrQ7tUiiIWg
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,4.781565217391304,575,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Food and Beverage, Cooking, Nutrition and Diet, Cultural Diversity, Environment, Compassion, Environmental Issue, Resourcefulness, Mindfulness, Waste Minimization, Food Safety and Sanitation, Adaptability, Environmental Science, Product Lifecycle Management, Behavioral Health, Self-Awareness, Lifelong Learning, Pollution Prevention, Empowerment, Creativity",/specializations/food-sustainability-mindful-eating-healthy-cooking,False,,s12n~t4ZywozQEeu0MwrdR3SSUQ
The Business of Music Production,Berklee,4.817631276351092,5218,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Music, Contract Negotiation, Musical Composition, Intellectual Property, Lawsuits, Peer Review, Music History, Active Listening, Legal Proceedings, Constructive Feedback, Law, Regulation, and Compliance, Instrumental Music, Legal Strategy, Music Theory, Post-Production, Digital Assets, Business Management, Media Production, Marketing Management, Editing",/specializations/business-music-production,False,,s12n~lI_AonWQEemHcw4o4c-y2g
The DIY Musician,Berklee,4.72314398200225,3556,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Music, Fundraising and Crowdsourcing, Musical Composition, Brand Awareness, Music Theory, Peer Review, Brand Strategy, Professional Networking, Branding, Active Listening, Music Performance, Production Planning, Team Leadership, Constructive Feedback, Leadership, Campaign Management, Marketing, Business Planning, Instrumental Music, Social Media",/specializations/diy-musician,False,,s12n~H2wc2HWQEemlgBJYdOOXmg
Agile with Atlassian Jira,Atlassian,4.685222140531457,9521,Beginner,Course,ONE_TO_FOUR_WEEKS,"Jira (Software), Agile Methodology, Scrum (Software Development), Kanban Principles, Agile Project Management, Lean Methodologies, Backlogs, Sprint Planning, Sprint Retrospectives, User Story, Workflow Management, Project Management, Product Requirements, Query Languages, Software Versioning, Continuous Improvement Process",/learn/agile-atlassian-jira,True,,course~MhlnlfD8EeesnRJUyZNfHA
International Women's Health and Human Rights,Stanford University,4.859356376638856,1678,Beginner,Course,THREE_TO_SIX_MONTHS,"Community Development, Maternal Health, Community Health, Child Health, Health Equity, Social Justice, Socioeconomics, Human Services, Advocacy, Education and Training, International Relations, Cultural Diversity, Geriatrics, Law, Regulation, and Compliance, Economics, Health Policy",/learn/womens-health-human-rights,True,,course~WFJu-bWkEeaKcRImJySmAg
AI Strategy and Governance,University of Pennsylvania,4.735294117647059,306,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Ethics, Data Governance, Personally Identifiable Information, Data Security, Governance, Business Strategy, Organizational Strategy, Business Transformation, Artificial Intelligence, Ethical Standards And Conduct, Machine Learning, Innovation, Algorithms, Decision Making",/learn/wharton-ai-strategy-governance,False,,course~dZEaNbNjEeurEQ7HpnWdKw
Scrum Master Certification,LearnQuest,4.638475722188077,3254,Beginner,Specialization,THREE_TO_SIX_MONTHS,"User Story, Agile Methodology, Behavior-Driven Development, DevSecOps, Scaled Agile Framework, Backlogs, Agile Software Development, Test Driven Development (TDD), Sprint Planning, Kanban Principles, DevOps, Scalability, Risk Management, Agile Product Development, Agile Project Management, Continuous Integration, Lean Methodologies, Sprint Retrospectives, Scrum (Software Development), Management Reporting",/specializations/learnquest-certified-scrum-master,False,,s12n~uC4qJnunEeuNzg4JnkHQ6Q
What is Data Science? ,IBM,4.690626191948021,76031,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Literacy, Data Mining, Big Data, Cloud Computing, Data Analysis, Data Science, Digital Transformation, Data-Driven Decision-Making, Deep Learning, Machine Learning, Artificial Intelligence",/learn/what-is-datascience,False,,course~r0GnHOZaEees-Q6jQMxlrg
Become an EMT,University of Colorado System,4.758307086614174,2540,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Vital Signs, Patient Evaluation, Trauma Care, Emergency and Intensive Care, Medical History Documentation, Child Health, Automated External Defibrillator, Pulmonology, Medical Terminology, Health Assessment, Patient Positioning, Maternal Health, Acute Care, Hazard Communication (HazCom), Pediatrics, Respiratory Care, Neurology, Medication Administration, Cardiology, Pharmacology",/specializations/become-an-emt,False,,s12n~7XpgKtbJEeeqmw6nM3tfUg
Meta iOS UI Development,Meta,4.63494753833737,1239,Beginner,Specialization,THREE_TO_SIX_MONTHS,"iOS Development, Apple iOS, Apple Xcode, User Interface (UI), Mobile Development, Swift Programming, Unit Testing, User Interface (UI) Design, UI Components, Mobile Development Tools, Objective-C (Programming Language), Application Development, Data Structures, Programming Principles, Development Testing, Software Testing, Object Oriented Programming (OOP), Software Design Patterns, Integrated Development Environments, Prototyping",/specializations/meta-ios-ui-development,False,,s12n~5QIXWq1JT7GvWhyg_KQdRg
Meta Android UI Development,Meta,4.637971175166298,1804,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Android Studio, Android Jetpack, Android Development, Kotlin, Android (Operating System), Responsive Web Design, Mobile Development, UI Components, Unit Testing, Gradle, User Interface (UI) Design, Application Development, User Interface (UI), Integrated Development Environments, Object Oriented Programming (OOP), Development Environment, Programming Principles, Test Driven Development (TDD), Wireframing, Prototyping",/specializations/meta-android-ui-development,False,,s12n~XUSdMa2kSYOQhvrGbJ9yOg
Microsoft Front-End Developer,Microsoft,4.414285714285715,105,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"GitHub, C# (Programming Language), Secure Coding, HTML and CSS, User Interface and User Experience (UI/UX) Design, Figma (Design Software), Open Web Application Security Project (OWASP), Git (Version Control System), User Interface (UI), Object Oriented Programming (OOP), Web Development, Web Design, Debugging, Mockups, Microsoft Copilot, Authentications, Front-End Web Development, Programming Principles, UI Components, Javascript",/professional-certificates/microsoft-front-end-developer,False,,s12n~Yz1bhic5RgOCVeRK1uxdXQ
Biostatistics in Public Health,Johns Hopkins University,4.776293469041563,2358,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Biostatistics, Statistical Hypothesis Testing, Regression Analysis, Sampling (Statistics), Statistical Methods, Statistical Visualization, Statistical Analysis, Epidemiology, Medical Science and Research, Quantitative Research, Descriptive Statistics, Statistical Inference, Data Literacy, Probability Distribution, Scientific Methods, Statistics, Data Analysis, Probability & Statistics, Public Health, Advanced Analytics",/specializations/biostatistics-public-health,False,,s12n~YvWZIUQ4EeiXyA7dYFHEvA
The Pronunciation of American English,"University of California, Irvine",4.7936762225969645,1186,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Oral Comprehension, Language Competency, English Language, Vocabulary, Language Learning, Grammar",/specializations/american-english-pronunciation,False,,s12n~kYZZrTZhEeq9gArb8nxFYQ
Good with Words: Writing and Editing,University of Michigan,4.726891089108913,2525,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Writing and Editing, Editing, Constructive Feedback, Concision, Writing, Organizational Skills, Proofreading, Storytelling, Productivity, Planning, Detail Oriented, Time Management, Brainstorming, Content Creation, Overcoming Obstacles, Resourcefulness, Lifelong Learning, Decision Making, Critical Thinking, Creativity",/specializations/good-with-words,False,,s12n~DU_1eN4EEemHcw4xLj54bg
Strategic Management and Innovation,Copenhagen Business School,4.691541316663406,5119,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Business Strategy, Business Planning, Strategic Decision-Making, Strategic Thinking, Plan Execution, Goal Setting, Resource Management, Organizational Strategy, Peer Review, Competitive Analysis, Innovation, Organizational Structure, Project Implementation, Strategic Planning, Market Analysis, Culture Transformation, Change Management, Business Strategies, Business, Global Marketing",/specializations/strategic-management,False,,s12n~o9Cq6kaZEeWoXBLqNT8fXw
MathWorks Computer Vision Engineer,MathWorks,4.719677419354839,310,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Computer Vision, Image Analysis, Anomaly Detection, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Matlab, Application Deployment, PyTorch (Machine Learning Library), Machine Learning, Motion Graphics, Data Visualization, Automation, Data Mapping, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Spatial Data Analysis, Predictive Modeling, Visualization (Computer Graphics), Data Synthesis",/professional-certificates/mathworks-computer-vision-engineer,False,,s12n~wEhZyP2tSFO1UXPjpyLBsA
Enterprise Product Management Fundamentals,Microsoft,4.733333333333333,60,Beginner,Course,ONE_TO_THREE_MONTHS,"Product Development, New Product Development, Product Management, Product Lifecycle Management, Product Roadmaps, Market Research, Microsoft 365, Product Requirements, Technical Product Management, Cross-Functional Collaboration, Project Management Institute (PMI) Methodology, Product Strategy, Market Analysis, Compliance Management, Competitive Analysis, Enterprise Security, Agile Methodology, Prioritization",/learn/microsoft-enterprise-product-management-fundamentals,False,,course~L9NllAEGEfCglg6vww23RQ
Create High-Fidelity Designs and Prototypes in Figma,Google,4.834773218142549,4630,Beginner,Course,ONE_TO_THREE_MONTHS,"Figma (Design Software), User Experience Design, Mockups, User Centered Design, Usability Testing, User Interface (UI) Design, Design Elements And Principles, Interaction Design, Design Reviews, Prototyping, Technical Communication, Typography, Design Research, Color Theory",/learn/high-fidelity-designs-prototype,False,,course~W5kcLAp-Eeua7xKR7OK1aw
PwC GST Taxation Executive,PwC India,4.559550561797753,89,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Accounting Records, Tax Returns, Invoicing, Reconciliation, Tax Compliance, Auditing, Accounting, Sales Tax, Key Performance Indicators (KPIs), Compliance Management, Billing, Income Tax, Tax Laws, Tax, Record Keeping, Registration, Regulatory Compliance, Compliance Auditing, Compliance Reporting, Vendor Contracts",/professional-certificates/pwc-gst-taxation-executive,False,,s12n~rPK-ePwtEey9XgppRLkznw
SAS Programmer,SAS,4.794038406420178,3489,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Data Manipulation, SAS (Software), Data Access, Data Import/Export, Microsoft Excel, Data Analysis, Data Transformation, Requirements Analysis, Exploratory Data Analysis, Data Validation, Data Cleansing, Statistical Programming, Data Processing, Data Integration, SQL, Data Presentation, Descriptive Statistics, Debugging",/professional-certificates/sas-programming,False,,s12n~Kr5PUMsfEei0gQ5LxBrBWA
Business Statistics and Analysis,Rice University,4.711042163882256,12570,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Statistical Hypothesis Testing, Microsoft Excel, Pivot Tables And Charts, Regression Analysis, Statistics, Descriptive Statistics, Probability & Statistics, Graphing, Spreadsheet Software, Probability Distribution, Business Analytics, Statistical Analysis, Statistical Modeling, Statistical Inference, Excel Formulas, Data Analysis, Data Presentation, Business Analysis, Statistical Methods, Sample Size Determination",/specializations/business-statistics-analysis,False,,s12n~gZBrs7vSEeWQ9xLvZ6r9Zw
User Experience Research and Design,University of Michigan,4.732924056389269,2199,Beginner,Specialization,THREE_TO_SIX_MONTHS,"UI/UX Research, Surveys, Qualitative Research, Usability Testing, User Experience Design, User Research, User Experience, User Story, Prototyping, Wireframing, User Centered Design, Survey Creation, Sampling (Statistics), Design Research, Interaction Design, Ideation, A/B Testing, Conceptual Design, Web Analytics, User Interface (UI)",/specializations/michiganux,False,,s12n~sbPjQ7drEeiKOw5SJXYV1A
Epidemiology in Public Health Practice,Johns Hopkins University,4.700470219435736,4466,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Epidemiology, Public Health, Data Presentation, Public Health and Disease Prevention, Geographic Information Systems, Health Policy, Chronic Diseases, Health Systems, Infectious Diseases, Biostatistics, Risk Analysis, Investigation, Community Health, Health Care, Data Analysis, Program Evaluation, Health Information Management, Health Informatics, Continuous Monitoring, Statistics",/specializations/professional-epidemiology,False,,s12n~_32zWIhbEemOWgrfcpVN7g
Miracles of Human Language: An Introduction to Linguistics,"Universiteit Leiden, Meertens instituut (KNAW)",4.6915623738393215,2477,Beginner,Course,ONE_TO_THREE_MONTHS,"Language Competency, Anthropology, English Language, Cultural Diversity, Liberal Arts, Oral Comprehension, Oral Expression, Interviewing Skills, Vocabulary, Grammar, Psychology, Social Sciences, Sociology, Research",/learn/human-language,True,,course~fM5baJoUEeW93wo8Ha4kow
Business Communication,University of Colorado Boulder,4.75464752977934,10242,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Business Writing, Conflict Management, Teamwork, Constructive Feedback, Business Correspondence, Team Building, Decision Making, Cooperation, Business Communication, Collaboration, Diversity Awareness, Recognizing Others, Mediation, Writing, Organizational Skills, Team Motivation, Tactfulness, Performance Management, Staff Management, Grammar",/specializations/business-communication,False,,s12n~oro2HY5DRfGO_t1HZ2Olsw
Clinical Terminology for International and U.S. Students,University of Pittsburgh,4.82132746146587,3179,Beginner,Course,ONE_TO_THREE_MONTHS,"Medical Terminology, Vital Signs, Laboratory Testing, General Medical Tests and Procedures, Patient Safety, Clinical Experience, Medication Administration, Emergency and Intensive Care, Medical Prescription, English Language, Chronic Diseases, Anatomy",/learn/clinical-terminology,True,,course~6yVj1ucPEeWxKxKZYzDvkw
The Science of Well-Being for Parents,Yale University,5.0,46,Beginner,Course,ONE_TO_THREE_MONTHS,"Stress Management, Mindfulness, Time Management, Emotional Intelligence, Personal Care, Personal Development, Self-Awareness, Child Development, Positive Behavior Support, Resilience, Mental Health",/learn/the-science-of-well-being-for-parents,True,,course~nuwC1w5dEfC2IxIKAKPIqQ
Sustainability for Business: ESG Fundamentals,IMD - International Institute for Management Development,4.845238095238095,84,Beginner,Course,ONE_TO_THREE_MONTHS,"Environmental Social And Corporate Governance (ESG), Corporate Sustainability, Business Ethics, Compliance Management, Sustainability Reporting, Environmental Management Systems, Stakeholder Management, Governance, Stakeholder Engagement, Leadership, Risk Management, Business Strategy, Organizational Change, Simulation and Simulation Software",/learn/esg,False,,course~I6GhBnW1Ee-Quwr_1ABTmQ
PMP Exam Prep Certification Training,"University of Maryland, College Park",4.622857142857143,35,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Compliance Management, Project Management, Project Schedules, Project Planning, Team Leadership, Timelines, Negotiation, Communication, Product Management, Value Engineering, Risk Management, Technical Documentation, Decision Making",/specializations/pmp-exam-prep-certification-training,False,,s12n~xOcgpV6jRFOauFhbnmDpvw
Work Smarter with Microsoft Excel,Microsoft,4.68856364874064,2938,Beginner,Course,ONE_TO_THREE_MONTHS,"Microsoft Excel, Excel Formulas, Data Visualization, Spreadsheet Software, Data Analysis Expressions (DAX), Microsoft 365, Productivity Software, Data Import/Export, Data Management, File Management",/learn/microsoft-excel-work-smarter,False,,course~W7MCgxeqEeyZ9BL8TB78QQ
Reducing Gun Violence in America: Evidence for Change,Johns Hopkins University,4.717532467532467,308,Beginner,Course,ONE_TO_THREE_MONTHS,"Injury Prevention, Public Safety and National Security, Social Justice, Criminal Investigation and Forensics, Public Health, Public Policies, Policy Analysis, Health Policy, Safety and Security, Law, Regulation, and Compliance, Community Health, Risk Analysis",/learn/gun-violence,False,,course~YZB4KwRgEemMVw7xXzWiVg
Astronomy: Exploring Time and Space,University of Arizona,4.828703703703703,3888,Beginner,Course,ONE_TO_THREE_MONTHS,"Physical Science, Physics, Engineering, Scientific, and Technical Instruments, Ancient History, Chemistry, General Science and Research, Scientific Methods, Scientific Visualization, Research, Simulations",/learn/astro,True,,course~usIwBhODEeWfzgpfp_iBVw
Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,4.20661672908864,1602,Beginner,Course,ONE_TO_FOUR_WEEKS,"Bioinformatics, Programming Principles, Molecular Biology, Python Programming, Computational Thinking, Biology, Data Structures",/learn/bioinformatics,True,,course~4vLX1NAeEeWihQ6ogHC6vQ
Assets in Accounting,Intuit,4.444885011895321,1261,Beginner,Course,ONE_TO_FOUR_WEEKS,"Inventory Accounting, Inventory Control, Depreciation, Fixed Asset, Property Accounting, Financial Accounting, Asset Management, Accounting, Financial Statements, Lease Contracts, Accounting Records, Bookkeeping, Income Statement, Balance Sheet, Capital Expenditure, Operating Expense",/learn/accounting-assets,False,,course~DbsMzp0yEeuqXwpHmVKljw
Microsoft Data Visualization,Microsoft,4.682352941176471,85,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Data Storytelling, Data Analysis Expressions (DAX), Data Presentation, Power BI, Data Ethics, Dashboard, Data Modeling, Data Governance, Extract, Transform, Load, Data Visualization, Interactive Data Visualization, Business Intelligence, Data Visualization Software, Data Analysis, Statistical Analysis, Correlation Analysis, Data Architecture, Data Cleansing, Data Transformation, Database Design",/professional-certificates/microsoft-data-visualization,False,,s12n~wkzxpdx-QQeXGPU5lzijNA
Palliative Care Always,Stanford University,4.670068027210885,147,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Hospice, Psychosocial Assessments, Primary Care, Caregiving, Patient Education and Support, Patient Education And Counseling, Compassion, Nursing Care, Care Management, Care Coordination, Patient Treatment, Oncology, Patient Evaluation, Nursing and Patient Care, Telehealth, Cultural Sensitivity, Nursing Practices, Home Health Care, Stress Management, Communication",/specializations/palliative-care-always,False,,s12n~umJkWbWbEeqjZBKfC4arvw
Financial Technology (Fintech) Innovations,University of Michigan,4.706642201834865,2725,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Payment Systems, Payment Processing, FinTech, Blockchain, Mobile Banking, Fundraising and Crowdsourcing, Credit/Debit Card Processing, Banking Services, Emerging Technologies, Investment Management, Wealth Management, Payment Processing and Collection, Asset Management, Investments, Point of Sale, Fundraising, Capital Markets, Consumer Lending, Credit Risk, Market Dynamics",/specializations/financialtechnology,False,,s12n~27i2bdr8Eem5-QobgdfVqg
"Make the Sale: Build, Launch, and Manage E-commerce Stores",Google,4.829694323144105,1832,Beginner,Course,ONE_TO_FOUR_WEEKS,"Order Fulfillment, E-Commerce, Google Ads, Digital Advertising, Customer experience improvement, Market Research, Sales, Marketing Strategies, Market Trend, Process Optimization, Web Design and Development, Target Audience",/learn/make-the-sale,False,,course~PdDHPHsIEeyRTg6FtAvfBw
An Introduction to Consumer Neuroscience & Neuromarketing ,Copenhagen Business School,4.67169373549884,3448,Beginner,Course,ONE_TO_THREE_MONTHS,"Consumer Behaviour, Marketing Psychology, Decision Making, Human Learning, Customer Insights, Market Research, Business Ethics, Marketing, Advertising, Brand Awareness, Psychology, Magnetic Resonance Imaging",/learn/neuromarketing,True,,course~ix84hqAPEeS1LCIACxcNEQ
SQL for Data Science,"University of California, Davis",4.6256064371080345,16902,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Governance, SQL, Data Quality, Database Design, Query Languages, Data Manipulation, Data Modeling, Relational Databases, Data Science, Data Analysis, Data Cleansing",/learn/sql-for-data-science,False,,course~_8FRmSXkEeeCDQ44DPGlIA
Trading Strategies in Emerging Markets,Indian School of Business,4.163018304071724,2677,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Financial Statements, Peer Review, Financial Statement Analysis, Balance Sheet, Portfolio Management, Securities Trading, Financial Accounting, Income Statement, Financial Trading, Data Collection, Market Liquidity, Market Data, Investment Management, Financial Analysis, Performance Analysis, Financial Market, Market Dynamics, Project Design, Technical Analysis, Performance Measurement",/specializations/trading-strategy,False,,s12n~IzHbvT-xEea3lBIuTszunQ
Microsoft Public Relations and Communications Associate,Microsoft,4.697368421052632,114,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Media Relations, Marketing and Public Relations, Editing, Content Development and Management, Stakeholder Communications, Stakeholder Management, Public Relations, Integrated Marketing Communications, Internal Communications, Crisis Management, Communication Planning, Stakeholder Engagement, Content Creation, Target Audience, Marketing Communications, Corporate Communications, Writing and Editing, Content Management, Generative AI, Proofreading",/professional-certificates/microsoft-public-relations,False,,s12n~_A186LQQTba9kEbzCKE47g
The Science of Well-Being for Teens,Yale University,4.849655172413793,725,Beginner,Course,ONE_TO_THREE_MONTHS,"Positivity, Mental Health, Goal Setting, Growth Mindedness, Stress Management, Resilience, Productivity, Self-Awareness, Compassion, Personal Development, Behavioral Health, Psychology, Mindfulness, Social Skills",/learn/the-science-of-well-being-for-teens,True,,course~CrTQ-HcpEe24qw7yCbSVjw
Music Production,Berklee,4.7763184413839435,2977,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Music, Musical Composition, Post-Production, Peer Review, Media Production, Active Listening, Music Performance, Constructive Feedback, Performing Arts, Editing, Instrumental Music, Music Theory, Timelines, File Management, Self-Awareness, Creativity",/specializations/music-production,False,,s12n~zkV7-RZKEea3nArFC-QKGw
Real Estate Development: Building Value in Your Community,University of Michigan,4.888888888888889,36,Beginner,Course,ONE_TO_THREE_MONTHS,"Financial Modeling, Community Development, Real Estate, Feasibility Studies, Financial Analysis, Risk Management, Return On Investment, Commercial Real Estate, Community Outreach, Project Finance, Due Diligence, Property Management, Project Risk Management, Project Design, Project Management, Capital Markets, Cash Flows, Market Research",/learn/real-estate-development-building-value-in-your-community,False,,course~TRsT0ty3Ee6J_wr_0biVVQ
Talent Acquisition,HRCI,4.822800495662949,1614,Beginner,Course,ONE_TO_FOUR_WEEKS,"Talent Acquisition, Recruitment, Full Cycle Recruitment, Job Analysis, Recruitment Strategies, Employee Onboarding, Negotiation, Employee Retention, Talent Sourcing, Talent Management, Human Resources, Interviewing Skills, Forecasting, Labor Law",/learn/talent-acquisition,False,,course~RtWCiPi1Ee2OqwqhrYNGhQ
Introduction to Responsible AI,Google Cloud,4.67887323943662,710,Beginner,Course,ONE_TO_FOUR_WEEKS,"Data Ethics, Artificial Intelligence, Accountability, Business Ethics, Governance, Organizational Effectiveness, Ethical Standards And Conduct",/learn/introduction-to-responsible-ai,False,,course~ZOaxMgNuEe6avhLjR2t3Lw
Fundamentals of Project Planning and Management,University of Virginia,4.749000487567041,10255,Beginner,Course,ONE_TO_FOUR_WEEKS,"Planning, Project Planning, Earned Value Management, Stakeholder Management, Risk Management, Project Management, Project Scoping, Milestones (Project Management), Project Schedules, Risk Analysis, Dependency Analysis, Agile Methodology, Kanban Principles",/learn/uva-darden-project-management,False,,course~VcGV0kxGEeWKRQoYMLwAUw
Evaluations of AI Applications in Healthcare,Stanford University,4.548494983277592,299,Beginner,Course,ONE_TO_THREE_MONTHS,"Data Ethics, Artificial Intelligence, Health Technology, Healthcare Industry Knowledge, Health Care, Patient Safety, Health Equity, Health Disparities, Regulatory Compliance, Application Deployment, Continuous Monitoring, Clinical Data Management, Decision Support Systems, Predictive Modeling",/learn/evaluations-ai-applications-healthcare,False,,course~OHlOT2raEeq6owp3Zy5rmQ
Professional Selling: 3 Steps to High-Performance,Kennesaw State University,4.725352112676056,71,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Sales Prospecting, Prospecting and Qualification, Sales Process, Overcoming Objections, Selling Techniques, Sales, Verbal Communication Skills, Cold Calling, Sales Presentation, B2B Sales, Sales Strategy, Customer Relationship Building, General Sales Practices, Needs Assessment, Rapport Building, Sales Pipelines, Solution Selling, Communication, Consumer Behaviour, Lead Generation",/specializations/professionalselling,False,,s12n~2Jg6e40YEe2rnw4-ASaXyw
Everyday Parenting: The ABCs of Child Rearing,Yale University,4.906864324846922,3103,Beginner,Course,ONE_TO_FOUR_WEEKS,"Behavior Management, Positive Behavior Support, Parent Communication, Mental Health, De-escalation Techniques, Family Therapy, Child Development",/learn/everyday-parenting,True,,course~pIODBrinEea7HhLAXRS5cg
Healthcare Management and Finance,University of Michigan,4.641304347826087,92,Beginner,Specialization,ONE_TO_THREE_MONTHS,"Health Care Administration, Clinical Leadership, Community Health, Financial Statements, Mergers & Acquisitions, Capital Budgeting, Price Negotiation, Financial Accounting, Public Health, Financial Statement Analysis, Human Resources Management and Planning, Strategic Decision-Making, Financial Analysis, Health Systems, Electronic Medical Record, Financial Management, Balance Sheet, Accounting, Strategic Planning, Marketing",/specializations/healthcare-management-and-finance,False,,s12n~rVYT5_ycEeyNxw76_Wg-Yw
Narrative Economics,Yale University,4.792838874680307,782,Beginner,Course,ONE_TO_FOUR_WEEKS,"Behavioral Economics, Storytelling, Data Storytelling, Economics, Economic Development, Financial Forecasting, Forecasting, Socioeconomics, Social Studies, Consumer Behaviour, Analysis, Complex Problem Solving",/learn/narrative-economics,True,,course~PI-xSbH_Ee2d3wo_DItpEw
Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,4.762659210935073,3219,Beginner,Course,ONE_TO_THREE_MONTHS,"Public Safety and National Security, Research, Policy Analysis, Media and Communications, Social Studies, World History, International Relations, Intelligence Collection and Analysis, Political Sciences, Trend Analysis, Psychology",/learn/terrorism,True,,course~A0IYf6jOEeSnlCIAC1EMbw
Salesforce Sales Development Representative,"Salesforce, SV Academy",4.433035714285714,560,Beginner,Professional Certificate,THREE_TO_SIX_MONTHS,"Overcoming Objections, Prospecting and Qualification, Customer Relationship Management, Lead Generation, Sales Development, Time Management, Business Writing, Salesforce, Writing, Sales Prospecting, Cold Calling, Growth Mindedness, Verbal Communication Skills, Cultural Diversity, Sales Enablement, Empathy, Emotional Intelligence, Interviewing Skills, Professional Development, Sales",/professional-certificates/sales-development-representative,False,,s12n~kp_FWsq_EeqCbA5r8FtmZQ
The Singer Songwriter,Berklee,4.761694117647058,4250,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Music Theory, File Management, Music Performance, Music, Musical Composition, Peer Review, Instrumental Music, Self-Awareness, Performing Arts, Automation, Editing, Software Installation, Creativity",/specializations/singer-songwriter,False,,s12n~WCbyUH8rEeqYMgrG9uCSPQ
Industrial Biotechnology,University of Manchester,4.666761363636364,3520,Beginner,Course,ONE_TO_THREE_MONTHS,"Process Engineering, Molecular Biology, Chemical Engineering, Life Sciences, Biochemistry, Bioinformatics, Biology, Pharmaceuticals, Environmental Engineering, Manufacturing Processes, Process Development, Microbiology",/learn/industrial-biotech,True,,course~Ffu_H13iEeWozxKwtAxdTQ
Robotic Process Automation (RPA),UiPath,4.671399176954733,486,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Robotic Process Automation, Data Manipulation, Web Scraping, User Interface (UI), Business Process Automation, Automation, Email Security, UI Components, Test Automation, Excel Macros, Scripting, IT Automation, Data Cleansing, Data Import/Export, Software Development Tools, Data Management, Integrated Development Environments, Data Integration, Application Deployment, Programming Principles",/specializations/roboticprocessautomation,False,,s12n~poo8tArSEeyOcRI3eVVltQ
Foundational Finance for Strategic Decision Making,University of Michigan,4.736608557844691,1262,Beginner,Specialization,THREE_TO_SIX_MONTHS,"Market Data, Loans, Finance, Microsoft Excel, General Finance, Corporate Finance, Mortgage Loans, Equities, Investments, Financial Analysis, Financial Market, Business Valuation, Investment Management, Financial Modeling, Capital Markets, Financial Forecasting, Business Mathematics, Financial Planning, Cash Flows, Complex Problem Solving",/specializations/foundational-finance,False,,s12n~rp2AfxUtEemIIApG5z08IA
From Excel to Power BI,Knowledge Accelerators,4.508953168044077,1452,Beginner,Course,ONE_TO_FOUR_WEEKS,"Power BI, Data Presentation, Data Visualization, Data Modeling, Dashboard, Data Import/Export, Data Analysis, Data Visualization Software, Microsoft Power Platform, Microsoft Excel, Business Intelligence, Business Analytics, Data Cleansing, Data Transformation, Data Sharing",/learn/from-excel-to-power-bi,True,,course~G7SDef75Ee2ggA7J4inhdw
Data Management for Clinical Research,Vanderbilt University,4.74015748031496,1778,Beginner,Course,ONE_TO_THREE_MONTHS,"Clinical Data Management, Data Capture, Clinical Research, Data Management, Data Collection, Data Sharing, Data Strategy, Data Quality, Sampling (Statistics), Data Integrity, Data Validation, Regulatory Compliance",/learn/clinical-data-management,True,,course~-nkoihN6EeWCWhKuhISYpw
